Place,Title,Name,Type,Latitude,Longitude,Code,Enclosed_by,Date
[I0719],Sundqvist,Ulrika Elisabet,,,,,female,1878-09-22,,,,,,1879-10-01,,,,,,
[I0374],Suvela,Maria Eveliina Nestorintytär,,,,,female,1893-09-29,,,,,,1969-07-04,,,,,,
[I0662],Syvänoja,Susanna Loviisa,,,,,female,1855-08-26,[P0000],,,,,1940-04-17,[P0002],,,,,
[I0303],Söderqvist,Dagmar Maria,,,,,female,1882-10-27,[P0037],,,,,1964-03-20,,,,,,
[I0297],Tarkka,Klaara Sofia Kustaantytär,,,,,female,1853-02-14,,,,,,1937-05-09,,,,,,
[I0573],Tasanko,Jouni Ilmari,,,,,male,1935-07-21,[P0038],,,,,,,,,,,
[I0645],Tassi,Kreetta Liisa,,Juhontr.,,,female,1810-11-18,[P0000],,,,,1888-10-25,[P0000],,,,,
[I0360],Teirilä,Anna Israelintytär,,,,,female,1856-02-01,,,,,,1918-11-01,,,,,,
[I0368],Teirilä,Israel Tuomaanpoika,,,,,male,,,,,,,,,,,,,
[I0268],Tervasmäki,Hilkka Annikki,,,,,female,1932-05-12,[P0022],,,,,,,,,,,
[I0727],Tohka,Eero,,,,,male,,,,,,,,,,,,,
[I0728],Tohka,Sami,,,,,male,,,,,,,,,,,,,
[I0729],Tohka,Teemu,,,,,male,,,,,,,,,,,,,
[I0754],Tulisalo,Sara Siiri Olivia,,,,,female,2008-04-30,,,,,,,,,,,,
[I0753],Tulisalo,Timo Matti Juhani,,,,,male,1976-10-12,[P0038],,,,,,,,,,,
[I0755],Tulisalo,Tomi Ossi Herman,,,,,male,2010-01-07,,,,,,,,,,,,
[I0332],Tuokkola,Antti Antinpoika,,,,,male,,,,,,,,,,,,,
[I0302],Törmä,Esteri,,,,,female,1887-05-18,,,,,,1936-03-26,,,,,,
[I0186],Törmä,Helena,,,,,female,1868-10-02,,,,,,1887-12-03,,,,,,
[I0300],Törmä,Hulda Serafia,,,,,female,1882-09-03,,,,,,,,,,,,
[I0467],Törmä,Johan Knut,,,,,male,1875-01-14,[P0047],,,,,,,,,,,
[I0298],Törmä,Juho Nikolai,,,,,male,1877-06-04,,,,,,,,,,,,
[I0461],Törmä,Maija Liisa,,,,,female,1866-10-10,,,,,,1867-07-18,,,,,,
[I0359],Törmä,Maria Elisabet Juhontytär,,,,,female,1870-09-25,,,,,,,,,,,,
[I0301],Törmä,Maria Sofia,,,,,female,1884-12-09,,,,,,1968-07-05,,,,,,
[I0468],Törmä,Peter Makarius,,,,,male,1877-10-25,,,,,,,,,,,,
[I0299],Törmä,Petteri,,,,,male,1880-03-06,,,,,,1952-01-05,,,,,,
[I0427],Uusimäki,Saara,,,,,female,,[P0063],,,,,,,,,,,
[I0342],Vainionpää,Anton Feliks,Feliks,,,,male,1890-05-27,,,,,,1943-05-17,,,,,,
[I0341],Vainionpää,Hilma Auroora,,,,,female,1888-03-10,,,,,,,,,,,,
[I0344],Vainionpää,Iivari Matias,,,,,male,1893-02-24,,,,,,,,,,,,
[I0339],Vainionpää,Jaakko Alfred,,,,,male,1884-05-25,,,,,,,,,,,,
[I0340],Vainionpää,Juhan Vihtori,,,,,male,1886-05-12,,,,,,1954-11-22,[P0006],,,,,
[I0275],Vainionpää,Laura Lilja,,,,,female,1911-10-31,[P0001],,,,,,,,,,,
[I0345],Vainionpää,Maria Lucia,,,,,female,1894-12-13,,,,,,1955-03-27,,,,,,
[I0343],Vainionpää,Selma Johanna,,,,,female,1891-12-05,,,,,,1937-01-13,,,,,,
[I0346],Vainionpää,Urho Leanteri,,,,,male,1897-01-30,,,,,,1898-05-23,,,,,,
[I0285],Vainionpää,Veikko Rafael,,,,,male,1912-12-22,[P0001],,,,,1964-04-15,,,,,,
[I0347],Vainionpää,Yrjö Teofilus,,,,,male,1899-04-24,,,,,,1900-12-25,,,,,,
[I0155],Valkama,Alma Hedvig,,,,,female,1883-07-07,[P0000],,,,,,,,,,,
[I0157],Valkama,Elina,,,,,female,1888-10-16,[P0000],,,,,1953-12-21,,,,,,
[I0159],Valkama,Fanny Maria,,,,,female,1894-02-10,[P0000],,,,,1971-08-18,,,,,,
[I0158],Valkama,Juho,,,,,male,1891-04-27,[P0000],,,,,,,,,,,
[I0160],Valkama,Lempi Sofia,,,,,female,1895-07-18,,,,,,1962-01-20,,,,,,
[I0154],Valkama,Maria Liisa,,,,,female,1858-10-17,[P0000],,,,,1941-04-13,,,,,,
[I0156],Valkama,Sameli Aleksanteri,,,,,male,1885-11-27,[P0000],,,,,,,,,,,
[I0705],Vallenberg,Herman Wallenberg,,,,,male,1869-08-23,[P0002],,,,,1872-12-19,[P0002],,,,,
[I0702],Vallenberg,Jaakko,,,,,male,1845-04-28,[P0002],,,,,1927-01-17,[P0002],,,,,
[I0709],Vallenberg,Ludvig,,,,,male,1880-09-26,[P0002],,,,,1884-03-09,[P0002],,,,,
[I0697],Vallenberg,Maria Elisabeth,,,,,female,1877-09-17,[P0002],,,,,,,,,,,
[I0704],Vallenberg,Matti,,,,,male,1864-06-12,[P0002],,,,,1916-05-03,[P0002],,,,,
[I0013],Vantaa,Adolf,,,,,male,1889-11-13,[P0001],,,,,1962-02-09,,,,,,
[I0019],Vantaa,Alma Sofia,,,,,female,1879-03-03,[P0001],,,,,1899-12-16,,,,,,
[I0059],Vantaa,Antti Iisakki,,,,,male,1944-01-26,[P0001],,,,,,,,,,,
[I0066],Vantaa,Ari Juhani,,,,,male,1966-09-25,,,,,,,,,,,,
[I0148],Vantaa,Asko Terhi Kalevi,,,,,male,1955-03-19,,,,,,,,,,,,
[I0022],Vantaa,Aurora,,,,,female,1884-01-19,[P0001],,,,,,,,,,,
[I0045],Vantaa,Erkki Aldolf,,,,,male,1925-03-09,[P0001],,,,,,,,,,,
[I0065],Vantaa,Harri Ilmari,,,,,male,1965-04-25,,,,,,,,,,,,
[I0058],Vantaa,Heikki Juhani,,,,,male,1941-12-22,[P0001],,,,,1951-05-20,,,,,,
[I0029],Vantaa,Hellin Anna Kaisa,,,,,female,1928-10-11,[P0001],,,,,,,,,,,
[I0055],Vantaa,Helvi Helena,,,,,female,1935-04-20,[P0001],,,,,1943-12-09,,,,,,
[I0060],Vantaa,Helvi Kyllikki,,,,,female,1945-01-29,[P0001],,,,,1946-01-15,,,,,,
[I0023],Vantaa,Hulda,,,,,female,1886-01-24,[P0001],,,,,,,,,,,
[I0068],Vantaa,Jaana Katriina,,,,,female,1965-01-15,,,,,,,,,,,,
[I0070],Vantaa,Juha-Antti,,,,,male,1979-08-04,,,,,,,,,,,,
[I0021],Vantaa,Juho Oskari,,,,,male,1882-03-13,[P0001],,,,,,,,,,,
[I0026],Vantaa,Laura Sylvia,,,,,female,1917-02-02,[P0001],,,,,1974-05-13,,,,,,
[I0056],Vantaa,Lauri Heikki Juhani,,,,,male,1938-02-07,[P0001],,,,,1938-06-18,,,,,,
[I0044],Vantaa,Leevi Matias,,,,,male,1922-12-03,,,,,,1944-07-14,,,,,,
[I0035],Vantaa,Lilja Maria,,,,,female,1919-02-25,[P0001],,,,,,,,,,,
[I0036],Vantaa,Lyydia Annikki,,,,,female,1920-07-07,[P0001],,,,,,,,,,,
[I0069],Vantaa,Marika Hannele,,,,,female,1973-07-26,,,,,,,,,,,,
[I0064],Vantaa,Merja Maarit Tuulia,,,,,female,1960-03-27,,,,,,,,,,,,
[I0057],Vantaa,Olavi Ilmari,,,,,male,1939-12-06,[P0001],,,,,1976-04-27,,,,,,
[I0054],Vantaa,Otto Rikhard,,,,,male,1930-12-18,[P0001],,,,,,,,,,,
[I0149],Vantaa,Outi Päivi Marjatta,,,,,female,1966-11-21,,,,,,,,,,,,
[I0020],Vantaa,Rikhard Sylvester,,,,,male,1880-09-01,[P0001],,,,,1882-02-09,,,,,,
[I0024],Vantaa,Rosa,,,,,female,1887-11-26,[P0001],,,,,,,,,,,
[I0061],Vantaa,Seija Ulriika,,,,,female,1947-06-13,[P0001],,,,,,,,,,,
[I0692],Vapaavuori,Aliina Matilda,,,,,female,1889-05-01,[P0002],,,,,1899-10-16,[P0002],,,,,
[I0685],Vapaavuori,Amanda Lyydia,,,,,female,1879-05-11,[P0002],,,,,1926-05-02,[P0002],,,,,
[I0665],Vapaavuori,Anna Sofia,,,,,female,1878-02-15,[P0002],,,,,1883-09-06,[P0002],,,,,
[I0688],Vapaavuori,Edla Susanna,,,,,female,1886-02-26,[P0002],,,,,,,,,,,
[I0687],Vapaavuori,Elina,,,,,female,1883-07-07,[P0002],,,,,1886-10-08,[P0002],,,,,
[I0695],Vapaavuori,Helga Kristiina,,,,,female,1896-10-19,[P0002],,,,,1899-10-14,[P0002],,,,,
[I0686],Vapaavuori,Hilja Maria,,,,,female,1881-06-23,[P0002],,,,,1957-11-27,[P0002],,,,,
[I0691],Vapaavuori,Juha Emil,,,,,male,1888-05-18,[P0002],,,,,1888-07-24,[P0002],,,,,
[I0655],Vapaavuori,Juho Jaakko,,,,,male,1856-11-24,[P0002],,,,,1914-04-15,[P0002],,,,,
[I0440],Vapaavuori,Ludvig,,,,,male,1891-09-15,[P0002],,,,,,,,,,,
[I0696],Vapaavuori,Saima Sesilia,,,,,female,1899-09-01,[P0002],,,,,1952-07-22,[P0002],,,,,
[I0647],Vapaavuori,Toivo Ludvig,,,,,male,1922,,,,,,1927,,,,,,
[I0693],Vapaavuori,Viljo Iisakki,,,,,male,1894-05-01,[P0002],,,,,1899-10-15,[P0002],,,,,
[I0689],Vierola,,,,,,male,,,,,,,,,,,,,
[I0214],Vierola,Anne Esteri,,,,,female,1905-12-05,[P0001],,,,,1990-08-23,,,,,,
[I0277],Vierola,Eero Jaakko,,,,,male,,,,,,,1988-06-21,,,,,,
[I0269],Vierola,Helge Matias,,,,,male,1937-09-30,[P0022],,,,,,,,,,,
[I0271],Vierola,Jorma Ilmari,,,,,male,1946-09-30,[P0032],,,,,,,,,,,
[I0711],Vierola,Niina Maarit,,,,,female,1976-04-19,,,,,,,,,,,,
[I0272],Vierola,Sinikka Esteri,,,,,female,,,,,,,1991-11-14,,,,,,
[I0270],Vierola,Tauno Tapani,,,,,male,1940-09-15,[P0031],,,,,,,,,,,
[I0599],Viitaharju,Aukusti,,,,,male,1878-12-24,[P0000],,,,,,,,,,,
[I0643],Viitaharju,Eeli Johannes,,,,,male,1909-12-22,,,,,,,,,,,,
[I0602],Viitaharju,Elina,,,,,female,1874-09-06,[P0000],,,,,1875-09-05,[P0000],,,,,
[I0642],Viitaharju,Ensi Ihanelma,,,,,female,1907-10-02,,,,,,,,,,,,
[I0639],Viitaharju,Hilda Maria,,Mikintr.,,,female,1888-02-17,[P0000],,,,,1956,[P0001],,,,,
[I0597],Viitaharju,Hilta Maria,,,,,female,1902-12-20,[P0047],,,,,1903-01-21,[P0047],,,,,
[I0601],Viitaharju,Iisakki,,,,,male,1873-04-10,[P0000],,,,,1882-03-06,[P0000],,,,,
[I0600],Viitaharju,Juho Jaakko,,,,,male,1869-05-28,[P0000],,,,,,,,,,,
[I0438],Viitaharju,Laimi,,Katariina,,,female,1897-07-12,[P0001],,,,,,,,,,,
[I0603],Viitaharju,Liisa Kustaava,,,,,female,1876-06-08,[P0000],,,,,,,,,,,
[I0598],Viitaharju,Lilja Elisabet,,,,,female,1906-02-10,[P0047],,,,,1906-02-26,[P0047],,,,,
[I0641],Viitaharju,Lilja Maria,,,,,female,1906-01-18,,,,,,,,,,,,
[I0231],Viitaharju,Linne Maria,,,,,female,1904-06-26,,,,,,1991-10-13,,,,,,
[I0439],Viitaharju,Mikael,,Johannes,,,male,1898-08-10,[P0001],,,,,1898-09-30,,,,,,
[I0638],Viitaharju,Mikki,,Mikinp.,,,male,1884-01-15,[P0000],,,,,,,,,,,
[I0436],Viitaharju,Salomon,,Juhonp.,,,male,1871-05-12,[P0000],,,,,,[P0080],,,,,
[I0441],Viitaharju,Salomon Matias,,( Matti ),,,male,1901-01-02,[P0047],,,,,1918-04-12,[P0083],,Teuvalla,[P0084],,
[I0699],Viitaharju,Salomon Rikhartti,,,,,male,1899-05-10,[P0001],,,,,1970,,,,,,
[I0604],Viitaharju,Sameli,,,,,male,1881-04-11,[P0000],,,,,,,,,,,
[I0701],Viitaharju,Yrjö Johannes,,,,,male,,,,,,,,,,,,,
[I0296],Viitala,Jaakko Hermanninpoika,,,,,male,,,,,,,,,,,,,
[I0225],Viitala,Reino Eelis,,,,,male,1921-10-12,[P0001],,,,,,,,,,,
[I0219],Viitala,Ulla Kaarina Urhontytär,,,,,female,1929-06-19,[P0010],,,,,,,,,,,
[I0215],Vinter,Hilma Justina,,,,,female,1894-01-08,[P0010],,,,,1988-10-14,[P0047],,,,,
[I0279],Vipusaari,Jaana Irmeli,,,,,female,1969-09-21,[P0033],,,,,,,,,,,
[I0280],Vipusaari,Sirpa Marjatta,,,,,female,1972-10-31,[P0034],,,,,,,,,,,
[I0508],Virtanen,Jaana Anneli,,,,,female,1965-01-22,[P0083],,,,,,,,,,,
[I0030],Värri,Johan Fredrik,,,,,male,1909-01-29,[P0001],,,,,1975-10-15,,,,,,
[I0032],Värri,Kaarina Anna-Liisa,,,,,female,1946-01-30,,,,,,,,,,,,
[I0031],Värri,Marjatta Ulla-Helena,,,,,female,1941-12-06,,,,,,,,,,,,
[I0034],Värri,Matti Juhani,,,,,male,1953-08-04,,,,,,,,,,,,
[I0033],Värri,Silja Marja-Leena,,,,,female,1947-05-24,,,,,,,,,,,,
[I0609],Walkama,Albertiina Hermannintytär,,,,,female,1869,,,,,,,,,,,,
[I0708],Wallenberg,Hedda Sofia,,,,,female,1875-04-26,[P0002],,,,,1949-05-15,[P0002],,,,,
[I0706],Wallenberg,Jakob Magnus Jakobsson,,,,,male,1871-07-03,[P0002],,,,,1924-09-18,[P0002],,,,,
[I0707],Wallenberg,Olga Mathilda,,,,,female,1873-07-20,[P0002],,,,,1874-02-03,[P0002],,,,,
[I0700],Wallenberg,Toivo Koivisto,,,,,male,1901-11-11,[P0002],,,,,1972,,,,,,
[I0447],Yli-Kiikka,Henna,,,,,female,,,,,,,,,,,,,
[I0449],Yli-Kiikka,Lenni,,,,,male,,,,,,,,,,,,,
[I0661],Yli-Kiikka,Paavo,,,,,male,,,,,,,,,,,,,
[I0446],Yli-Kiikka,Risto,,,,,male,,,,,,,,,,,,,
[I0448],Yli-Kiikka,Taru,,,,,female,,,,,,,,,,,,,
[I0131],Yrjens,Michel Michhelsson,,,,,male,1781-02-10,[P0014],,,,,1855-03-29,[P0015],,,,,
[I0191],Yrjänäinen,Maija-Liisa Kaarlentytär,,,,,female,,,,,,,,,,,,,
[I0124],Ähriväinen,Maria Sofia,,,,,female,1854-09-20,[P0010],,,,,1901-04-30,[P0000],,,,,

Marriage,Husband,Wife,Date,Place,Source,Note
[F0002],[I0013],[I0115],1928-09-22,,,
[F0003],[I0014],[I0116],1942-04-04,,,
[F0004],[I0117],[I0015],1930-09-20,,,
[F0005],[I0012],[I0016],1946-06-09,,,
[F0006],[I0017],[I0018],,,,
[F0007],[I0013],[I0025],1915-09-25,,,
[F0008],[I0017],[I0027],1895-09-14,,,
[F0009],[I0274],,,,,
[F0010],[I0030],[I0026],1938-05-22,,,
[F0011],[I0037],[I0035],1941-06-22,,,
[F0012],[I0038],[I0036],1943-01-10,,,
[F0013],[I0045],[I0046],1950-06-10,,,
[F0014],[I0163],[I0029],1947-11-29,,,
[F0015],[I0054],[I0062],1955-02-05,,,
[F0016],[I0057],[I0063],1959-09-19,,,
[F0017],[I0059],[I0067],1964-10-13,,,
[F0018],[I0071],[I0061],1966-02-20,,,
[F0019],[I0091],[I0092],,,,
[F0020],[I0097],[I0101],,,,
[F0021],[I0102],[I0103],1847-10-31,[P0000],,
[F0022],[I0104],[I0111],1872-08-25,[P0000],,
[F0023],[I0112],[I0005],1901-11-23,,,
[F0024],[I0105],[I0121],1873-09-27,,,
[F0025],[I0122],[I0123],1876-09-03,,,
[F0026],[I0109],[I0124],1885-05-14,,,
[F0027],[I0126],[I0127],,,,
[F0028],[I0128],[I0129],,,,
[F0029],,[I0130],,,,
[F0030],,[I0125],,,,
[F0031],[I0131],[I0132],1803-05-09,[P0016],,
[F0032],[I0133],[I0134],1842-12-28,[P0001],,
[F0033],[I0153],[I0154],,,,
[F0034],[I0161],[I0160],,,,
[F0035],[I0454],[I0170],,,,
[F0036],[I0166],[I0164],1946-09-01,,,
[F0037],[I0167],[I0165],1951-12-02,,,
[F0039],[I0737],[I0184],1865-01-06,[P0047],,
[F0040],[I0190],[I0191],,,,
[F0041],[I0192],[I0193],,,,
[F0042],[I0194],[I0359],,,,
[F0043],[I0195],[I0196],,,,
[F0044],[I0739],[I0396],1871-08-20,[P0001],,
[F0046],[I0204],[I0208],1907-04-21,,,
[F0047],[I0199],[I0209],1895-05-31,[P0001],,
[F0048],[I0211],[I0215],1924-11-30,,,
[F0050],[I0223],[I0217],1947-08-17,,,
[F0051],[I0224],[I0218],,,,
[F0052],[I0225],[I0219],,,,
[F0053],[I0220],[I0226],1955-07-17,,,
[F0054],[I0229],[I0227],1981-06-27,,,
[F0055],[I0228],[I0230],1992-07-11,,,
[F0056],[I0212],[I0231],1923-06-23,[P0047],,
[F0060],[I0236],,,,,
[F0068],[I0285],[I0275],1934-07-24,[P0047],,
[F0069],[I0276],[I0286],,,,
[F0070],[I0471],[I0740],1872-09-29,,,
[F0071],[I0294],[I0295],v.1843,,,
[F0072],[I0296],[I0288],,,,
[F0073],[I0742],[I0297],1876-12-27,[P0047],,
[F0074],[I0299],[I0303],,,,
[F0075],[I0304],[I0744],,,,
[F0076],[I0305],[I0306],,,,
[F0077],[I0307],[I0744],1897-08-22,,,
[F0078],[I0308],[I0746],1878-09-08,[P0047],,
[F0079],[I0319],[I0320],,,,
[F0080],[I0321],[I0322],,,,
[F0081],[I0309],[I0323],1900-08-26,,,
[F0082],[I0324],[I0310],1907-04-13,[P0006],,
[F0083],[I0311],[I0539],1908-03-01,,,
[F0084],[I0326],[I0327],,,,
[F0085],[I0328],[I0312],1912-07-14,,,
[F0087],[I0331],[I0314],1910-11-27,,,
[F0088],[I0332],[I0333],,,,
[F0089],[I0334],[I0317],1917-10-24,,,
[F0090],[I0725],[I0337],,,,
[F0091],[I0495],[I0747],1884-02-03,,,
[F0092],[I0348],[I0349],,,,
[F0093],[I0339],[I0350],1905-07-09,,,
[F0094],[I0351],[I0341],1909-04-11,,,
[F0095],[I0342],[I0352],1911-09-03,,,
[F0096],[I0353],[I0354],,,,
[F0097],[I0355],[I0343],1912-09-08,,,
[F0098],[I0344],[I0356],1913-11-02,,,
[F0099],[I0357],[I0345],1931-03-27,,,
[F0101],[I0748],[I0360],1880-10-02,,,
[F0102],[I0368],[I0369],,,,
[F0103],[I0370],[I0669],1904-10-02,,,
[F0104],[I0371],[I0690],1911-04-02,[P0001],,
[F0106],[I0694],[I0374],,,,
[F0108],[I0377],[I0365],1920-11-07,,,
[F0109],[I0378],[I0379],,,,
[F0110],,[I0380],,,,
[F0111],[I0384],,,,,
[F0116],[I0392],[I0393],,,,
[F0121],[I0646],,,,,
[F0124],[I0206],[I0207],,,,
[F0129],[I0436],[I0437],1896-12-05,,,
[F0131],[I0433],[I0263],,,,
[F0132],[I0689],[I0214],,,,
[F0136],[I0232],[I0518],,,,
[F0137],[I0234],[I0418],1951-05-06,[P0047],,
[F0138],[I0654],[I0337],1922-10-08,[P0001],,
[F0140],[I0235],[I0523],,,,
[F0142],[I0425],[I0240],,,,
[F0143],[I0241],[I0427],,,,
[F0145],[I0428],[I0429],,,,
[F0146],[I0561],[I0562],1945-12-30,,,
[F0149],[I0047],[I0430],LIITTO 3,,,
[F0150],[I0489],[I0434],,,,
[F0151],[I0492],[I0434],AVOLIITTO,,,
[F0152],[I0002],[I0435],,,,
[F0153],[I0529],[I0530],1864-08-12,[P0000],,
[F0155],[I0663],[I0664],,,,
[F0157],[I0440],[I0438],1917-03-25,,,
[F0158],[I0446],[I0442],,,,
[F0160],[I0661],,,,,
[F0163],[I0452],[I0453],,,,
[F0165],[I0550],[I0551],,,,
[F0166],,[I0552],,,,
[F0167],[I0557],[I0558],,,,
[F0168],,[I0553],,,,
[F0169],[I0554],[I0607],,,,
[F0170],[I0556],,,,,
[F0171],[I0587],,,,,
[F0172],,[I0605],,,,
[F0173],[I0608],[I0609],,,,
[F0174],[I0631],[I0632],,,,
[F0175],[I0633],[I0634],,,,
[F0176],[I0635],[I0636],1935-07-13,[P0002],,
[F0177],[I0655],[I0662],1877-11-07,[P0002],,
[F0178],[I0599],[I0697],1899-02-04,[P0002],,
[F0179],[I0702],[I0703],1869-12-27,,,
[F0180],[I0712],[I0713],,,,
[F0181],[I0714],[I0716],1734-10-06,[P0001],,
[F0182],[I0714],[I0730],1752-06-07,[P0001],,
[F0183],[I0731],[I0732],1781-10-07,[P0001],,
[F0184],[I0733],[I0734],1806-07-20,,,
[F0185],[I0735],[I0171],1840-11-15,[P0047],,
[F0186],[I0484],[I0745],,,,
[F0188],[I0753],[I0710],,,,
[F0191],[I0660],[I0490],,,,
[F0192],[I0491],[I0106],AVOLIITTO,,,
[F0201],[I0260],[I0119],,,,
[F0202],[I0260],[I0120],1993-08-28,,,
[F0204],[I0504],[I0503],,,,
[F0207],[I0507],[I0508],1987-07-25,,,
[F0209],[I0513],[I0262],AVOLIITTO,,,
[F0213],[I0150],[I0531],,,,
[F0215],[I0644],[I0645],,,,
[F0217],[I0637],[I0530],,,,
[F0227],[I0329],[I0330],,,,
[F0234],[I0563],[I0564],1970-08-15,[P0106],,
[F0235],[I0566],[I0565],1970-07-11,[P0047],,
[F0236],[I0567],[I0568],1975-08-23,[P0047],,
[F0237],[I0570],[I0571],1938-12-18,[P0001],,
[F0239],[I0573],[I0572],1959-06-20,,,
[F0240],[I0574],[I0575],,,,
[F0241],[I0577],[I0576],,,,
[F0242],[I0579],[I0578],,,,
[F0246],[I0590],[I0589],1949-06-26,[P0001],,
[F0248],[I0591],[I0592],AVOLIITTO,,,
[F0249],[I0594],[I0593],,,,
[F0252],,[I0216],,,,
[F0256],[I0612],[I0613],,,,
[F0258],[I0615],[I0614],,,,
[F0260],[I0620],[I0619],,,,
[F0262],[I0623],[I0624],,,,
[F0263],[I0629],[I0628],,,,
[F0269],[I0638],[I0640],,,,
[F0270],[I0715],[I0639],,,,
[F0272],[I0649],[I0648],,,,
[F0274],[I0651],[I0650],,,,
[F0275],[I0717],[I0718],,,,
[F0278],[I0683],[I0684],,,,
[F0280],[I0681],[I0682],,,,
[F0282],[I0667],[I0666],,,,
[F0285],[I0674],[I0673],,,,
[F0288],[I0372],[I0373],,,,
[F0291],[I0375],[I0376],,,,
[F0294],[I0277],,,,,
[F0296],,[I0272],,,,
[F0301],[I0727],[I0726],,,,

Family,Child
[F0002],[I0029]
[F0002],[I0054]
[F0002],[I0055]
[F0002],[I0056]
[F0002],[I0057]
[F0002],[I0058]
[F0002],[I0059]
[F0002],[I0060]
[F0002],[I0061]
[F0006],[I0019]
[F0006],[I0020]
[F0006],[I0021]
[F0006],[I0022]
[F0006],[I0023]
[F0006],[I0024]
[F0006],[I0013]
[F0006],[I0075]
[F0007],[I0026]
[F0007],[I0035]
[F0007],[I0036]
[F0007],[I0044]
[F0007],[I0045]
[F0008],[I0076]
[F0008],[I0077]
[F0008],[I0078]
[F0008],[I0079]
[F0008],[I0080]
[F0008],[I0081]
[F0008],[I0082]
[F0008],[I0083]
[F0008],[I0084]
[F0008],[I0085]
[F0008],[I0086]
[F0008],[I0087]
[F0008],[I0088]
[F0008],[I0089]
[F0008],[I0090]
[F0009],[I0283]
[F0009],[I0284]
[F0010],[I0031]
[F0010],[I0032]
[F0010],[I0033]
[F0010],[I0034]
[F0011],[I0143]
[F0011],[I0144]
[F0011],[I0145]
[F0011],[I0146]
[F0011],[I0147]
[F0012],[I0039]
[F0012],[I0040]
[F0012],[I0041]
[F0012],[I0042]
[F0012],[I0043]
[F0014],[I0048]
[F0014],[I0049]
[F0014],[I0050]
[F0014],[I0051]
[F0014],[I0052]
[F0014],[I0002]
[F0014],[I0053]
[F0015],[I0148]
[F0015],[I0149]
[F0016],[I0064]
[F0016],[I0065]
[F0016],[I0066]
[F0017],[I0068]
[F0017],[I0069]
[F0017],[I0070]
[F0018],[I0072]
[F0018],[I0073]
[F0018],[I0074]
[F0019],[I0093]
[F0019],[I0094]
[F0019],[I0095]
[F0019],[I0096]
[F0019],[I0097]
[F0019],[I0098]
[F0019],[I0099]
[F0019],[I0100]
[F0020],[I0102]
[F0021],[I0104]
[F0021],[I0105]
[F0021],[I0122]
[F0021],[I0107]
[F0021],[I0108]
[F0021],[I0109]
[F0021],[I0110]
[F0022],[I0112]
[F0023],[I0114]
[F0023],[I0115]
[F0023],[I0116]
[F0023],[I0117]
[F0023],[I0118]
[F0023],[I0011]
[F0023],[I0012]
[F0027],[I0103]
[F0028],[I0111]
[F0029],[I0123]
[F0031],[I0133]
[F0032],[I0135]
[F0032],[I0136]
[F0032],[I0137]
[F0032],[I0138]
[F0032],[I0139]
[F0032],[I0140]
[F0032],[I0141]
[F0032],[I0142]
[F0032],[I0017]
[F0032],[I0151]
[F0032],[I0152]
[F0033],[I0155]
[F0033],[I0156]
[F0033],[I0157]
[F0033],[I0158]
[F0033],[I0159]
[F0033],[I0160]
[F0034],[I0162]
[F0034],[I0163]
[F0034],[I0164]
[F0034],[I0165]
[F0035],[I0171]
[F0039],[I0461]
[F0039],[I0186]
[F0039],[I0359]
[F0039],[I0467]
[F0039],[I0468]
[F0040],[I0184]
[F0041],[I0194]
[F0043],[I0396]
[F0044],[I0199]
[F0044],[I0200]
[F0044],[I0201]
[F0044],[I0202]
[F0044],[I0203]
[F0044],[I0204]
[F0044],[I0205]
[F0044],[I0004]
[F0044],[I0750]
[F0046],[I0724]
[F0047],[I0210]
[F0047],[I0211]
[F0047],[I0212]
[F0047],[I0213]
[F0047],[I0263]
[F0047],[I0214]
[F0047],[I0273]
[F0047],[I0274]
[F0047],[I0275]
[F0047],[I0276]
[F0048],[I0216]
[F0048],[I0217]
[F0048],[I0218]
[F0048],[I0219]
[F0048],[I0220]
[F0048],[I0221]
[F0050],[I0610]
[F0050],[I0611]
[F0050],[I0612]
[F0050],[I0619]
[F0050],[I0627]
[F0050],[I0628]
[F0053],[I0227]
[F0053],[I0228]
[F0055],[I0710]
[F0055],[I0751]
[F0055],[I0752]
[F0056],[I0232]
[F0056],[I0416]
[F0056],[I0234]
[F0056],[I0235]
[F0056],[I0236]
[F0056],[I0237]
[F0056],[I0238]
[F0056],[I0239]
[F0056],[I0240]
[F0056],[I0241]
[F0060],[I0253]
[F0060],[I0254]
[F0060],[I0255]
[F0070],[I0288]
[F0070],[I0289]
[F0070],[I0290]
[F0070],[I0291]
[F0070],[I0292]
[F0070],[I0293]
[F0071],[I0471]
[F0073],[I0298]
[F0073],[I0299]
[F0073],[I0300]
[F0073],[I0301]
[F0073],[I0302]
[F0076],[I0304]
[F0078],[I0309]
[F0078],[I0310]
[F0078],[I0311]
[F0078],[I0312]
[F0078],[I0313]
[F0078],[I0314]
[F0078],[I0315]
[F0078],[I0316]
[F0078],[I0317]
[F0078],[I0318]
[F0079],[I0308]
[F0080],[I0323]
[F0083],[I0559]
[F0083],[I0561]
[F0083],[I0569]
[F0083],[I0570]
[F0083],[I0580]
[F0083],[I0581]
[F0083],[I0560]
[F0083],[I0187]
[F0083],[I0588]
[F0083],[I0589]
[F0083],[I0596]
[F0084],[I0539]
[F0088],[I0331]
[F0090],[I0726]
[F0090],[I0418]
[F0091],[I0339]
[F0091],[I0340]
[F0091],[I0341]
[F0091],[I0342]
[F0091],[I0343]
[F0091],[I0344]
[F0091],[I0345]
[F0091],[I0346]
[F0091],[I0347]
[F0092],[I0495]
